tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
139	SP3	231.32	233.563	2.243	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	9	è già la trentesima volta che lo dici (ja) ((ride))	è già la trentesima volta che lo dici (ja) {ride}	è già la trentesima volta che lo dici ja {ride}
140	SP3	233.846	234.162	0.316	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	0	((ride))	{ride}	{ride}
141	SP3	234.74	236.584	1.844	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	lo sai che non è quello che voglio quindi:	lo sai che non è quello che voglio quindi:	lo sai che non è quello che voglio quindi
142	SP1	237.5	239.61	2.11	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	°beh forse mi sono scocciato di stare [qua]°	°beh forse mi sono scocciato di stare [qua]°	beh forse mi sono scocciato di stare qua
143	SP3	239.295	241.42	2.125	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	[bravo] forse se tu ti sei scocciato ti riaccompagno	[bravo] forse se tu ti sei scocciato ti riaccompagno	bravo forse se tu ti sei scocciato ti riaccompagno
144	SP3	241.5	243.14	1.64	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	però se è per me lo sai che non è così	però se è per me lo sai che non è così	però se è per me lo sai che non è così
145	SP3	244.8	246.537	1.737	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	e evitiamo di continuare questo discorso	e evitiamo di continuare questo discorso	e evitiamo di continuare questo discorso
146	SP3	246.6	248.1	1.5	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	al momento che non mi sembra il caso	al momento che non mi sembra il caso	al momento che non mi sembra il caso
147	SP2	253.36	254.868	1.508	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	no anche perché mi deve venire il ciclo	no anche perché mi deve venire il ciclo	no anche perché mi deve venire il ciclo
148	SP2	254.9	256.51	1.61	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	mi metto a piangere se litigate	mi metto a piangere se litigate	mi metto a piangere se litigate
149	SP3	256.62	258.02	1.4	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	no amo mo ci prendiamo il gelato	no amo mo ci prendiamo il gelato	no amo mo ci prendiamo il gelato
150	SP3	258.02	259.395	1.375	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	così ti facciamo stare feli[ce]	così ti facciamo stare feli[ce]	così ti facciamo stare felice
151	SP1	259.31	259.658	0.348	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	[ec]co qua	[ec]co qua	ecco qua
152	SP2	260.389	262.22400000000005	1.843	True	False	0	0	0	0	0	0	1	0	False	False	False	False	False	_	False	0	0	0	2	aspetta xxxxxx digeriamo	aspetta xxxxxx digeriamo	aspetta x digeriamo
153	SP1	262.22400000000005	263.5	1.284	True	False	0	0	0	0	0	0	1	0	False	False	False	False	False	_	False	0	0	0	5	sì mi fumo una sigaretta	sì mi fumo una sigaretta	sì mi fumo una sigaretta
154	SP2	263.54	265.363	1.823	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	va bene mi puoi portare anche il mio cellula-	va bene mi puoi portare anche il mio cellula-	va bene mi puoi portare anche il mio cellula-
155	SP2	265.5	268.2	2.7	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	ah stai qua va be'	ah stai qua va be'	ah stai qua va be'
156	SP1	268.2	268.86	0.66	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	ci serve urgente	ci serve urgente	ci serve urgente
157	SP2	269.5	270.64	1.14	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	no era giusto che andavi in coscienza	no era giusto che andavi in coscienza	no era giusto che andavi in coscienza
158	SP3	271.5	273.8	2.3	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	continuiamo una conversazione invece di stare con questi smartphone in mano	continuiamo una conversazione invece di stare con questi smartphone in mano	continuiamo una conversazione invece di stare con questi smartphone in mano
159	SP3	274.0	276.48	2.48	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	non mi dici che non è un amico raggiura	non mi dici che non è un amico raggiura	non mi dici che non è un amico raggiura
160	SP1	280.12	281.72	1.6	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	oggi a tavola bellissimo	oggi a tavola bellissimo	oggi a tavola bellissimo
161	SP1	281.92	283.64	1.72	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	roberto con lo smartphone da un lato	roberto con lo smartphone da un lato	roberto con lo smartphone da un lato
162	SP1	283.64	286.48	2.84	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	la nonna che si è messa con lo smartphone dall'altro	la nonna che si è messa con lo smartphone dall'altro	la nonna che si è messa con lo smartphone dall' altro
163	SP1	286.56	288.26	1.7	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	che leggeva cose	che leggeva cose	che leggeva cose
164	SP1	288.6	289.83	1.23	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	io non ho detto cose	io non ho detto cose	io non ho detto cose
165	SP1	289.83	291.5	1.67	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	è stato quasi surreale	è stato quasi surreale	è stato quasi surreale
166	SP1	291.5	294.12	2.62	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	vedermi con mia nonna che ho fidanzato con gli smartphone	vedermi con mia nonna che ho fidanzato con gli smartphone	vedermi con mia nonna che ho fidanzato con gli smartphone
167	SP1	294.12	295.46	1.34	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	io che li guardavo	io che li guardavo	io che li guardavo
168	SP3	295.68	297.68	2.0	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	però oggi la nonna	però oggi la nonna	però oggi la nonna
169	SP3	297.7	299.62	1.92	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	ha sforrato un sacco di perle	ha sforrato un sacco di perle	ha sforrato un sacco di perle
170	SP3	299.84	301.02	1.18	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	della sua	della sua	della sua
171	SP3	302.0	303.78	1.78	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	è stata molto interessante	è stata molto interessante	è stata molto interessante
172	SP2	306.8	307.62	0.82	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	queste storie	queste storie	queste storie
173	SP1	308.4	310.38	1.98	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	infatti secondo me dovrebbe raccontare	infatti secondo me dovrebbe raccontare	infatti secondo me dovrebbe raccontare
174	SP1	310.4	311.55	1.15	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	la storia della sua vita	la storia della sua vita	la storia della sua vita
175	SP1	311.55	313.08	1.53	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	dovrebbe scrivere un libro	dovrebbe scrivere un libro	dovrebbe scrivere un libro
176	SP1	313.5	314.8	1.3	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	si ma che intensa	si ma che intensa	si ma che intensa
177	SP1	315.5	316.98	1.48	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	questo non te l'ho detto prima	questo non te l'ho detto prima	questo non te l' ho detto prima
178	SP1	317.5	319.46	1.96	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	ma lei ha scritto un sacco di poesie	ma lei ha scritto un sacco di poesie	ma lei ha scritto un sacco di poesie
179	SP1	319.5	321.6	2.1	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	molto autobiografiche ovviamente	molto autobiografiche ovviamente	molto autobiografiche ovviamente
180	SP1	322.02	323.5	1.48	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	ma ha scritto davvero tante poesie	ma ha scritto davvero tante poesie	ma ha scritto davvero tante poesie
181	SP1	323.5	325.59	2.09	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	una delle quale gli hanno pubblicato tempo fa	una delle quale gli hanno pubblicato tempo fa	una delle quale gli hanno pubblicato tempo fa
182	SP1	325.59	328.42	2.83	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	una raccolta di poesie	una raccolta di poesie	una raccolta di poesie
183	SP1	330.12	330.52	0.4	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	c'era anche la sua	c'era anche la sua	c' era anche la sua
184	SP1	330.78	331.34	0.56	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	e comunque	e comunque	e comunque
185	SP1	333.58	334.54	0.96	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	oggi mentre raccontava le cose	oggi mentre raccontava le cose	oggi mentre raccontava le cose
186	SP1	334.54	336.48	1.94	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	all'improvviso è iniziato	all'improvviso è iniziato	all' improvviso è iniziato
187	SP1	336.94	338.24	1.3	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	recitando le poesie che ha scritto	recitando le poesie che ha scritto	recitando le poesie che ha scritto
188	SP1	338.52	339.36	0.84	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	varie	varie	varie
189	SP1	339.9	341.84	1.94	True	False	0	2	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	3 o 4 ce ne ha recitate	tre o quattro ce ne ha recitate	tre o quattro ce ne ha recitate
190	SP1	341.84	344.13	2.29	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	infatti io ho detto la prossima volta che andato	infatti io ho detto la prossima volta che andato	infatti io ho detto la prossima volta che andato
191	SP1	344.13	346.22	2.09	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	me le devo far trovare perché le voglio leggere	me le devo far trovare perché le voglio leggere	me le devo far trovare perché le voglio leggere
192	SP1	346.32	348.48	2.16	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	ma non è una bella	ma non è una bella	ma non è una bella
193	SP1	349.38	350.02	0.64	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	è perché le scritte lei	è perché le scritte lei	è perché le scritte lei
194	SP1	350.7	351.58	0.88	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	sono comunque	sono comunque	sono comunque
195	SP2	352.78	353.51	0.73	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	hanno un significato	hanno un significato	hanno un significato
196	SP2	353.51	356.01	2.5	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	quindi è difficile che te le dimenti	quindi è difficile che te le dimenti	quindi è difficile che te le dimenti
197	SP1	356.01	356.64	0.63	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	tipo quella del tramonto	tipo quella del tramonto	tipo quella del tramonto
198	SP2	358.0	359.93	1.93	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	mamma mia piango	mamma mia piango	mamma mia piango
199	SP3	359.93	361.04	1.11	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	infatti si vedeva	infatti si vedeva	infatti si vedeva
200	SP3	363.46	364.18	0.72	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	per lei secondo me	per lei secondo me	per lei secondo me
201	SP3	364.18	366.54	2.36	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	il momento più brutto della sua vita	il momento più brutto della sua vita	il momento più brutto della sua vita
202	SP3	367.14	368.28	1.14	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	è stato perdere sua figlia	è stato perdere sua figlia	è stato perdere sua figlia
203	SP3	370.0	370.48	0.48	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	si vede proprio	si vede proprio	si vede proprio
204	SP3	371.06	371.77	0.71	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	che dopo quel momento	che dopo quel momento	che dopo quel momento
205	SP3	371.77	374.06	2.29	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	la sua vita	la sua vita	la sua vita
206	SP1	374.06	376.5	2.44	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	infatti non è venuto neanche a parlare oggi	infatti non è venuto neanche a parlare oggi	infatti non è venuto neanche a parlare oggi
207	SP1	376.5	377.92	1.42	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	ci ha parlato di tutto di cose bruttissime	ci ha parlato di tutto di cose bruttissime	ci ha parlato di tutto di cose bruttissime
208	SP1	377.92	378.72	0.8	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	ma della morte della figlia no	ma della morte della figlia no	ma della morte della figlia no
209	SP3	379.5	380.68	1.18	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	cosa che parla al fine	cosa che parla al fine	cosa che parla al fine
210	SP3	383.96	384.48	0.52	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	erano divertenti	erano divertenti	erano divertenti
211	SP1	385.74	386.48	0.74	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	divertenti si	divertenti si	divertenti si
212	SP1	386.48	388.16	1.68	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	divertenti si però essere chiuso in manicomio	divertenti si però essere chiuso in manicomio	divertenti si però essere chiuso in manicomio
213	SP1	388.16	388.64	0.48	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	sai come	sai come	sai come
214	SP2	389.5	392.38	2.88	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	no quello è infatti scomvolgente	no quello è infatti scomvolgente	no quello è infatti scomvolgente
215	SP1	392.48	393.68	1.2	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	l'elettrosciocca	l'elettrosciocca	l' elettrosciocca
216	SP1	393.68	394.48	0.8	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	ha detto qualcosa	ha detto qualcosa	ha detto qualcosa
217	SP1	395.5	397.59	2.09	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	14	poi chi sa c'è sempre da dire chi sa dove è la linea	poi chi sa c'è sempre da dire chi sa dove è la linea	poi chi sa c' è sempre da dire chi sa dove è la linea
218	SP1	397.59	399.34	1.75	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	tra la realtà e la funzione	tra la realtà e la funzione	tra la realtà e la funzione
219	SP1	399.5	401.28	1.78	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	io suppongo che tutto quello che lei	io suppongo che tutto quello che lei	io suppongo che tutto quello che lei
220	SP1	403.46	404.02	0.56	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	dice sia	dice sia	dice sia
221	SP1	404.02	405.26	1.24	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	vero però	vero però	vero però
222	SP3	405.82	408.5	2.68	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	infatti purtroppo il manicomio mi cattiva di farlo uscire così	infatti purtroppo il manicomio mi cattiva di farlo uscire così	infatti purtroppo il manicomio mi cattiva di farlo uscire così
223	SP3	408.6	410.02	1.42	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	allimprovviso	allimprovviso	allimprovviso
224	SP3	410.08	411.3	1.22	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	una volta che ti mettono dentro	una volta che ti mettono dentro	una volta che ti mettono dentro
225	SP2	411.5	413.8	2.3	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	e infatti questo di occhio si è strano perché in genere	e infatti questo di occhio si è strano perché in genere	e infatti questo di occhio si è strano perché in genere
226	SP2	414.0	415.88	1.88	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	non ne escono facilmente le persone	non ne escono facilmente le persone	non ne escono facilmente le persone
227	SP2	416.02	417.3	1.28	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	perché non riuscivano	perché non riuscivano	perché non riuscivano
228	SP3	417.5	419.4	1.9	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	infatti però	infatti però	infatti però
229	SP3	419.5	421.44	1.94	True	False	0	1	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	parliamo di 60 anni fa	parliamo di sessanta anni fa	parliamo di sessanta anni fa
230	SP1	422.06	423.88	1.82	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	perciò ti sto dicendo quanto è	perciò ti sto dicendo quanto è	perciò ti sto dicendo quanto è
231	SP1	423.88	425.42	1.54	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	vero della sua storia	vero della sua storia	vero della sua storia
232	SP1	425.5	428.33	2.83	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	magari lei è un po'	magari lei è un po'	magari lei è un po'
233	SP1	428.33	429.72	1.39	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	pompato nelle cose	pompato nelle cose	pompato nelle cose
234	SP2	430.28	431.52	1.24	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	oddio però non so perché	oddio però non so perché	oddio però non so perché
235	SP2	431.52	434.18	2.66	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	in passato all'epoca ti mettevano in manicomio	in passato all'epoca ti mettevano in manicomio	in passato all' epoca ti mettevano in manicomio
236	SP2	434.18	435.72	1.54	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	per nulla ogni dici postare che si era	per nulla ogni dici postare che si era	per nulla ogni dici postare che si era
237	SP1	435.72	437.22	1.5	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	anche una cosa che lei oggi non ha detto	anche una cosa che lei oggi non ha detto	anche una cosa che lei oggi non ha detto
238	SP1	438.18	439.48	1.3	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	una cosa che lei oggi non ha detto ma	una cosa che lei oggi non ha detto ma	una cosa che lei oggi non ha detto ma
239	SP1	439.5	441.8	2.3	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	ricordo che mamma e papà mi dissero	ricordo che mamma e papà mi dissero	ricordo che mamma e papà mi dissero
240	SP1	442.0	444.48	2.48	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	in maniera un po' velata un po' detto non detto	in maniera un po' velata un po' detto non detto	in maniera un po' velata un po' detto non detto
241	SP1	445.08	445.9	0.82	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	praticamente mentre	praticamente mentre	praticamente mentre
242	SP1	445.9	447.8	1.9	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	lei stava ancora in collegio siccome	lei stava ancora in collegio siccome	lei stava ancora in collegio siccome
243	SP1	447.86	449.5	1.64	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	venivano questi attacchi di violenza contro	venivano questi attacchi di violenza contro	venivano questi attacchi di violenza contro
244	SP1	449.5	451.78	2.28	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	la madre superiore perché	la madre superiore perché	la madre superiore perché
245	SP1	451.9	453.94	2.04	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	maltrattava la sorella in realtà loro	maltrattava la sorella in realtà loro	maltrattava la sorella in realtà loro
246	SP1	453.94	456.12	2.18	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	dicevano che tipo lei è indemoniata le hanno fatto anche tipo	dicevano che tipo lei è indemoniata le hanno fatto anche tipo	dicevano che tipo lei è indemoniata le hanno fatto anche tipo
247	SP1	457.08	458.07	0.99	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	esorcismo	esorcismo	esorcismo
248	SP1	458.07	459.64	1.57	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	robe varie	robe varie	robe varie
249	SP1	459.76	461.76	2.0	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	perché lei in realtà lo faceva	perché lei in realtà lo faceva	perché lei in realtà lo faceva
250	SP1	461.9	463.32	1.42	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	in maniera lucida adesso lo dice	in maniera lucida adesso lo dice	in maniera lucida adesso lo dice
251	SP1	463.58	466.02	2.44	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	perché loro maltrattavano la sorella	perché loro maltrattavano la sorella	perché loro maltrattavano la sorella
252	SP1	466.28	467.78	1.5	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	però le suole pensavano che tipo	però le suole pensavano che tipo	però le suole pensavano che tipo
253	SP1	467.82	469.62	1.8	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	lei picchiava questa perché	lei picchiava questa perché	lei picchiava questa perché
254	SP2	472.16	473.62	1.46	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	erano molti abusi	erano molti abusi	erano molti abusi
255	SP2	473.62	474.94	1.32	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	mamma mia che si fanno	mamma mia che si fanno	mamma mia che si fanno
256	SP1	476.08	478.0	1.92	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	infatti mi sembra strano che poi sia riuscita a uscire	infatti mi sembra strano che poi sia riuscita a uscire	infatti mi sembra strano che poi sia riuscita a uscire
257	SP1	478.0	480.22	2.22	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	dal manicomio così facilmente se davvero	dal manicomio così facilmente se davvero	dal manicomio così facilmente se davvero
258	SP1	480.76	482.02	1.26	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	sia successo	sia successo	sia successo
259	SP1	482.26	483.94	1.68	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	la suole andavano a prendere a quanto pare	la suole andavano a prendere a quanto pare	la suole andavano a prendere a quanto pare
260	SP2	484.12	486.19	2.07	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	eh ma non ti dimettevano anche se	eh ma non ti dimettevano anche se	eh ma non ti dimettevano anche se
261	SP2	486.19	487.42	1.23	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	se la andavi a prendere	se la andavi a prendere	se la andavi a prendere
262	SP3	488.04	490.06	2.02	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	forse facendo tipo la cura	forse facendo tipo la cura	forse facendo tipo la cura
263	SP3	490.06	491.75	1.69	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	lei si sarà	lei si sarà	lei si sarà
264	SP3	491.75	493.93	2.18	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	calmata anche perché lei non aveva più	calmata anche perché lei non aveva più	calmata anche perché lei non aveva più
265	SP3	493.93	495.93	2.0	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	episodi violenti nei confronti della	episodi violenti nei confronti della	episodi violenti nei confronti della
266	SP3	495.93	497.42	1.49	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	madre superiore perché	madre superiore perché	madre superiore perché
267	SP1	497.62	499.96	2.34	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	l'unica cosa per cui si è creato	l'unica cosa per cui si è creato	l' unica cosa per cui si è creato
268	SP1	500.0	502.16	2.16	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	il problema è che lei aveva questi episodi di violenza	il problema è che lei aveva questi episodi di violenza	il problema è che lei aveva questi episodi di violenza
269	SP1	502.74	504.2	1.46	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	contro questa donna	contro questa donna	contro questa donna
270	SP1	504.2	505.56	1.36	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	che maltrattava la sorella	che maltrattava la sorella	che maltrattava la sorella
271	SP2	505.56	507.04	1.48	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	i genitori di tua nonna	i genitori di tua nonna	i genitori di tua nonna
272	SP2	507.5	509.38	1.88	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	si perché era l'unico modo	si perché era l'unico modo	si perché era l' unico modo
273	SP2	509.5	511.36	1.86	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	ma erano poveri assai	ma erano poveri assai	ma erano poveri assai
274	SP1	511.5	513.9	2.4	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	il padre faceva venditori ambulanti	il padre faceva venditori ambulanti	il padre faceva venditori ambulanti
275	SP1	514.18	515.1	0.92	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	allora non so	allora non so	allora non so
276	SP1	515.92	517.36	1.44	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	lei poi si è creata all'impero	lei poi si è creata all'impero	lei poi si è creata all' impero
277	SP1	517.8	520.05	2.25	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	con mio nonno che è anche su questo	con mio nonno che è anche su questo	con mio nonno che è anche su questo
278	SP1	520.05	522.07	2.02	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	poi la cosa di oggi che come li	poi la cosa di oggi che come li	poi la cosa di oggi che come li
