tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
130	SP2	305.08000000000004	313.39	8.41	True	0	0	1	0	0	0	1	False	False	False	False	True	_	0	0	0	20	[pe]rché dove abitavo io prima e:h non è in specifico però in centro bologna che ehm: è il morto proprietario	[pe]rché dove abitavo io prima e:h non è in specifico pero' in centro bologna che ehm: è il morto proprietario	perché dove abitavo io prima eh non è in specifico pero' in centro bologna che ehm è il morto proprietario
131	SP2	313.39	321.06	7.67	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	poi il figli hanno venduto il: l'appartamento da una persona che: m:h da salerno che lui ha	poi il figli hanno venduto il: l'appartamento da una persona che: m:h da salerno che lui ha	poi il figli hanno venduto il l' appartamento da una persona che mh da salerno che lui ha
132	SP2	322.28	343.72	21.44	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	58	che lui ha comprato per suo figli che devono venire e studiare in bologna in università di bologna allora dopo quando: c'è il tempo cioè io devo lasciare casa ho cercato due anni in bologna c'è ancora e sto cercando altri due anni come matto che non lo trovo appartamento in bologna allora ho trasferito valsamoggia	che lui ha comprato per suo figli che devono venire e studiare in bologna in università di bologna allora dopo quando: c'è il tempo cioè io devo lasciare casa ho cercato due anni in bologna c'è ancora e sto cercando altri due anni come matto che non lo trovo appartamento in bologna allora ho trasferito valsamoggia	che lui ha comprato per suo figli che devono venire e studiare in bologna in università di bologna allora dopo quando c' è il tempo cioè io devo lasciare casa ho cercato due anni in bologna c' è ancora e sto cercando altri due anni come matto che non lo trovo appartamento in bologna allora ho trasferito valsamoggia
133	SP1	343.78	344.28	0.5	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	ok	ok	ok
134	SP2	344.44	353.78	9.34	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	25	beh da venti- venti chilometri lo faccio ogni giorno avanti indietro se vado il treno con il tutto traffico ci vuole un'ora e mezza	beh da venti- venti chilometri lo faccio ogni giorno avanti indietro se vado il treno con il tutto traffico ci vuole un'ora e mezza	beh da venti- venti chilometri lo faccio ogni giorno avanti indietro se vado il treno con il tutto traffico ci vuole un' ora e mezza
135	SP1	354.28	355.95	1.67	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	°mamma° così tanto?	°mamma° così tanto?	mamma così tanto
136	SP2	355.96	362.96	7.0	True	0	1	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	eh così tanto perché la mattina alle 9 ci sono bel traffico [dalle otto] per: a: arrivare	eh così tanto perché la mattina alle nove ci sono bel traffico [dalle otto] per: a: arrivare	eh così tanto perché la mattina alle nove ci sono bel traffico dalle otto per a arrivare
137	SP1	359.06	359.93	0.87	True	0	0	0	0	0	0	0	False	False	False	False	True	136=0.870	0	0	0	4	c'é casino sì	c'é casino sì	c' é casino sì
138	SP2	363.08	364.74	1.66	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	qui ci vuole un'ora proprio	qui ci vuole un'ora proprio	qui ci vuole un' ora proprio
139	SP1	364.8	367.02	2.22	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	sì sì quindi come ti sposti per venire	sì sì quindi come ti sposti per venire	sì sì quindi come ti sposti per venire
140	SP1	367.2	368.08	0.88	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	comunque in macchina	comunque in macchina	comunque in macchina
141	SP2	368.42	370.08	1.66	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	Beh e:h sì [sì]	Beh e:h sì [sì]	beh eh sì sì
142	SP1	369.84	370.32	0.48	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[alla] fine	[alla] fine	alla fine
143	SP2	370.34	380.02	9.68	True	0	1	0	0	0	0	0	False	False	False	False	False	_	0	0	0	30	con la macchina un'ora un'ora e mezza la mattina se vengo il treno devo alzare alle sei sei e mezza per aprire il negozio alle 9 allora poi	con la macchina un'ora un'ora e mezza la mattina se vengo il treno devo alzare alle sei sei e mezza per aprire il negozio alle nove allora poi	con la macchina un' ora un' ora e mezza la mattina se vengo il treno devo alzare alle sei sei e mezza per aprire il negozio alle nove allora poi
144	SP1	380.44	383.74	3.3	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	12	però se prendi la macchina come fai qui a parcheggiare in [centro]	pero' se prendi la macchina come fai qui a parcheggiare in [centro]	pero' se prendi la macchina come fai qui a parcheggiare in centro
145	SP2	383.6	385.55	1.95	True	1	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	5	[eh] a parcheggiare devi comprare((ride))	[eh] a parcheggiare devi comprare {ride}	eh a parcheggiare devi comprare {ride}
146	SP2	385.86	391.46	5.6	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	16	abbonamenti così che in giro ti trovi non è che non trovi [trovi] però è difficile	abbonamenti così che in giro ti trovi non è che non trovi [trovi] pero' è difficile	abbonamenti così che in giro ti trovi non è che non trovi trovi pero' è difficile
147	SP1	389.94	390.7	0.76	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì sì sì]	[sì sì sì]	sì sì sì
148	SP1	391.78	396.72	4.94	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	18	cioè quindi c'è tipo un abbonamento e puoi si entrare in centro con la macchina si parcheggiare	cioè quindi c'è tipo un abbonamento e puoi si entrare in centro con la macchina si parcheggiare	cioè quindi c' è tipo un abbonamento e puoi si entrare in centro con la macchina si parcheggiare
149	SP2	396.72	400.44	3.72	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	beh no perché abbonamento è dato soltanto il parcheggio	beh no perché abbonamento è dato soltanto il parcheggio	beh no perché abbonamento è dato soltanto il parcheggio
150	SP1	400.47	400.86	0.39	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	ok	ok	ok
151	SP2	400.88	404.45	3.57	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	perché come io ho un nego[zio va]do lo faccio	perché come io ho un nego[zio va]do lo faccio	perché come io ho un negozio vado lo faccio
152	SP1	402.18	402.81	0.63	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh]	[mh mh]	mh mh
153	SP1	404.45	406.19	1.74	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	già [puoi già] entrare	già [puoi già] entrare	già puoi già entrare
154	SP2	404.7	405.67	0.97	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[(prattcamente)]	[(prattcamente)]	prattcamente
155	SP2	406.19	411.48	5.29	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	sì entrata mi danno poi il parcheggio no il parcheggio devo pagare allora quando	sì entrata mi danno poi il parcheggio no il parcheggio devo pagare allora quando	sì entrata mi danno poi il parcheggio no il parcheggio devo pagare allora quando
