tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
126	SP2	243.47	244.81	1.34	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	3	hai fratelli anch[e:?]	hai fratelli anch[e:]?	hai fratelli anche
127	SP1	244.56	247.45	2.89	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	8	[sì.] ho una sorella che: studia in università	[sì]. ho una sorella che: studia in università	sì ho una sorella che studia in università
128	SP2	247.51	248.55	1.14	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0	4	ah che cosa studia?	ah che cosa studia?	ah che cosa studia
129	SP1	248.62	249.23	0.61	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	chimica	chimica	chimica
130	SP2	249.31	250.47	1.16	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	chimica [okay]	chimica [okay]	chimica okay
131	SP1	249.93	250.66	0.73	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	1	[industriale.]	[industriale].	industriale
132	SP2	250.68	253.88	3.2	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	1	0	0	8	ed è più:: (.) grande più pi[ccola di te?]	ed è più:: {P} grande più pi[ccola di te]?	ed è più {P} grande più piccola di te
133	SP1	253.04	255.54	2.5	True	0	0	0	0	0	0	0	0	False	False	False	False	True	132=0.840,134=0.950	0	1	0	7	[no: è più c-] sì più: piccola ((ride))	[no: è più c-] sì più: piccola {ride}	no è più c- sì più piccola {ride}
134	SP2	254.59	255.87	1.28	True	0	0	0	0	0	0	0	0	False	False	False	False	True	133=0.950	0	0	0	3	più piccola okay	più piccola okay	più piccola okay
135	SP2	255.96	261.13	5.17	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	17	sono curiosa di sapere se tu con la tua sorella parli pre- pr[evalentemente xx (.) (tutte e due) okay]	sono curiosa di sapere se tu con la tua sorella parli pre- pr[evalentemente xx {P} (tutte e due) okay]	sono curiosa di sapere se tu con la tua sorella parli pre- prevalentemente xx {P} tutte e due okay
136	SP1	259.3	265.269	5.969	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	22	[TUTTE E DUE LINGUE NOI PARLIAMO] tutte e due lingue sì: dipende quale argomento che parliamo però parliamo tutte e due °lingue°.	[TUTTE E DUE LINGUE NOI PARLIAMO] tutte e due lingue sì: dipende quale argomento che parliamo però parliamo tutte e due °lingue°.	tutte e due lingue noi parliamo tutte e due lingue sì dipende quale argomento che parliamo però parliamo tutte e due lingue
137	SP2	265.27	268.79	3.52	True	0	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	13	ah tipo ci sono alcuni argomenti che sono: più legati a una l[ingua,]	ah tipo ci sono alcuni argomenti che sono: più legati a una l[ingua],	ah tipo ci sono alcuni argomenti che sono più legati a una lingua
138	SP1	268.33	269.2	0.87	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	2	[sì] (.) °sì°	[sì] {P} °sì°	sì {P} sì
139	SP2	269.28000000000003	270.1	0.92	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0	2	per esempio?	per esempio?	per esempio
140	SP1	270.16	279.25	9.19	True	0	0	0	0	0	0	1	0	False	False	False	False	False	_	0	0	0	20	no esempio: e::h quando noi parliamo qualche argomenti di proprio c(io)è proprio ital- c(io)è posto qui, allora parliamo come:: m::h	no esempio: e::h quando noi parliamo qualche argomenti di proprio c(io)è proprio ital- c(io)è posto qui, allora parliamo come:: m::h	no esempio eh quando noi parliamo qualche argomenti di proprio cioè proprio ital- cioè posto qui allora parliamo come mh
141	SP1	279.35	284.75	5.4	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	come italiano c(io)è proprio le cose, però eh quando noi parliamo la roba dei per la famiglia,	come italiano c(io)è proprio le cose, però eh quando noi parliamo la roba dei per la famiglia,	come italiano cioè proprio le cose però eh quando noi parliamo la roba dei per la famiglia
142	SP1	284.96	290.04	5.08	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	allora vabbè utilizziamo il [lin]gua:: bang[la] per la fa[mi]glia assolutamente.	allora vabbè utilizziamo il [lin]gua:: bang[la] per la fa[mi]glia assolutamente.	allora vabbè utilizziamo il lingua bangla per la famiglia assolutamente
143	SP2	286.63	287.17	0.54	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
144	SP2	288.07	288.64	0.57	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
145	SP2	288.8	289.51	0.71	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
